gbjebbia;2017-07-24 19:59;0;0;"@ SenRonJohnson keep fighting to # ProtectOurCare, so millions of Americans can afford quality health care they need.https://cards.twitter.com/cards/18ce54iotyz/4k5kl …";;@;#;"889636295626170369";https://twitter.com/gbjebbia/status/889636295626170369
Dawn_garcia1;2017-07-24 19:53;0;0;"We need better healthcare that breaks the cost drivers, and doesn't kick millions off coverage. @ SenRonJohnson vote NO please! https://twitter.com/IndivisibleWi01/status/889451930308808704 …";;@;;"889634558454505472";https://twitter.com/Dawn_garcia1/status/889634558454505472
PiscopoSf;2017-07-24 19:52;0;1;". @ SenRonJohnson Who do you work for? This bill puts 22 million Americans' lives at risk. Vote NO! # ResistTrumpcarepic.twitter.com/d0QdBB5lBd";;@;#;"889634514712002561";https://twitter.com/PiscopoSf/status/889634514712002561
CorinneZwe;2017-07-24 19:47;0;0;"@ SenRonJohnson Asthe mom of a severelydisabled adultson w/&many other problms& who needs Medicaid I am implorng u 2vote NO 2healthcarebill";;@;;"889633249546391558";https://twitter.com/CorinneZwe/status/889633249546391558
Suhalper;2017-07-24 19:47;0;0;"@ SenRonJohnson Please do not vote yes for this awful healthcare bill that Trump is trying to push with McConnell. American will be ruined.";;@;;"889633216142995456";https://twitter.com/Suhalper/status/889633216142995456
lahteedah71;2017-07-24 19:15;0;0;"Your constituents are depending on you, @ SenRonJohnson. Vote 'no' on # Obamacare repeal.";;@;#;"889625089636958209";https://twitter.com/lahteedah71/status/889625089636958209
Nabnsv;2017-07-24 18:59;0;6;"Why On God's earth would you vote on something you don't know what's in it,? Is that your America!? Stripping millions from Healthcare?";;;;"889621109657804801";https://twitter.com/Nabnsv/status/889621109657804801
ihavemyopinion;2017-07-24 18:49;0;0;"@ lisamurkowski @ SenCapito @ SenatorCollins @SenFischer_GSPP @ SenRonJohnson @ senrobportman no tax cuts while cutting care for my disabled kid!https://twitter.com/chrismurphyct/status/889528975432798209 …";;@ @ @ @SenFischer_GSPP @ @;;"889618454864687104";https://twitter.com/ihavemyopinion/status/889618454864687104
MurphyBrwn;2017-07-24 18:44;0;0;". @ potus "I am going to take care of everybody!" @ BillCassidy @ SenatorRounds @ SenRonJohnson @ SenCoryGardner https://youtu.be/y8mcN0zweQE";;@ @ @ @ @;;"889617255088128000";https://twitter.com/MurphyBrwn/status/889617255088128000
Tracythought;2017-07-24 18:42;0;0;"@ SenRonJohnson Heart Disease, Cancer COPD and Diabetes cost less if taken care of early. # Healthcare for all!pic.twitter.com/uqTgDLik9X";;@;#;"889616846860767234";https://twitter.com/Tracythought/status/889616846860767234
Tracythought;2017-07-24 18:40;0;0;"@ SenRonJohnson Repealing the # ACA is wrong! You need to address root causes of cost, not cut people off from # Healthcare";;@;# #;"889616303060897793";https://twitter.com/Tracythought/status/889616303060897793
WiscVoter;2017-07-24 18:25;0;0;"@ SenRonJohnson A vote against healthcare is a vote against Ron Johnson.";;@;;"889612547149770754";https://twitter.com/WiscVoter/status/889612547149770754
peepsunitedwisc;2017-07-24 18:24;0;0;"We were told # Trumpcare would have better coverage w/lower premiums.NOT TRUE @ lisamurkowski @ SenRonJohnson @ SenateGOP @ SenateDems . Vote NO";;@ @ @ @;#;"889612320942501889";https://twitter.com/peepsunitedwisc/status/889612320942501889
DavidFSchmidt;2017-07-24 18:11;0;0;"@ SenRonJohnson Do NOT repeal the ACA! The secret GOP health care plan is inhumane. I defy you to explain the logic of the GOP plan.";;@;;"889609009749258240";https://twitter.com/DavidFSchmidt/status/889609009749258240
mblazarus;2017-07-24 18:06;0;0;"@ SenRonJohnson Please vote YES on the motion to proceed on Healthcare Reform! Repeal Obamacare NOW!";;@;;"889607776875429888";https://twitter.com/mblazarus/status/889607776875429888
zalutsky;2017-07-24 18:04;0;4;"don't steal # healthcare from decent # American # citizens just for spite, cruelty, and # taxcuts for rich people";;;# # # #;"889607210501906437";https://twitter.com/zalutsky/status/889607210501906437
DanSmith112263;2017-07-24 17:59;0;0;"Welcome to a world of the GOP without ethicshttp://nymag.com/daily/intelligencer/2017/06/trumps-sabotage-of-obamacare-is-working.html …";;;;"889605991440035841";https://twitter.com/DanSmith112263/status/889605991440035841
lcollinsp;2017-07-24 17:52;0;20;"If you ever wondered what @ lizzaretsky and I do for fun, it's a lot of calling @ SenRonJohnson & @ SenJoniErnst about health care.pic.twitter.com/1T3ueLk58M";;@ @ @;;"889604136257409025";https://twitter.com/lcollinsp/status/889604136257409025
Marilat2;2017-07-24 17:51;0;0;". @ SenRonJohnson The Senate Trumpcare bill puts 22 million Americans' lives at risk. Vote NO! # ResistTrumpcarepic.twitter.com/IaF1vs4BAG";;@;#;"889603918828851200";https://twitter.com/Marilat2/status/889603918828851200
pauljgibler;2017-07-24 17:43;0;0;"Listen to the nuns @ SenCapito @ lisamurkowski @ senrobportman @ SenRonJohnson @ SenBobCorker @ SenateGOP Don't destroy # Healthcare https://twitter.com/TopherSpiro/status/889487372152385537 …";;@ @ @ @ @ @;#;"889602067576258560";https://twitter.com/pauljgibler/status/889602067576258560
cjuech;2017-07-24 17:42;0;0;"@ robportman @ SenRonJohnson @ SenCapito @ lisamurkowski Gov Kasich will lead on health Will you? # protectourcare # killbill";;@ @ @ @;# #;"889601643351871488";https://twitter.com/cjuech/status/889601643351871488
jimwitkins;2017-07-24 17:40;2;4;"You should probably # VoteNo # trumpcare # StartOver # fixACA @ SenRonJohnson # wiunionhttps://twitter.com/NateWeixel/status/889598162276634624 …";;@;# # # # #;"889601253537402880";https://twitter.com/jimwitkins/status/889601253537402880
Geoff_InBoston;2017-07-24 17:36;0;1;". @ SenRonJohnson if u don't know what ur voting on then vote NO or resign. # TrumpcareKills";;@;#;"889600239296012288";https://twitter.com/Geoff_InBoston/status/889600239296012288
kocisue9;2017-07-24 17:36;0;0;"Vote no. Not knowing what you are even voting on is not what we pay you guys for!!! Duh # Trumpcare @ SenateFloor @ SenateGOP # morningjoe # cnn";;@ @;# # #;"889600232236953601";https://twitter.com/kocisue9/status/889600232236953601
PPAWI;2017-07-24 17:36;6;6;"Call @ SenRonJohnson and ask him to vote no on # trumpcare. http://Www.istandwithpp.org/call";;@;#;"889600191065620484";https://twitter.com/PPAWI/status/889600191065620484
BSudell;2017-07-24 17:36;0;0;"# CannotTolerateHow @ SenateMajLdr is # ForcingHealthcareOnAmerica. # VoteNo @ SenMikeLee @ SenRonJohnson # AndRaiseUrScore @ SenRonJohnson # F56Bad";;@ @ @ @;# # # # #;"889600150871703557";https://twitter.com/BSudell/status/889600150871703557
Carter19521;2017-07-24 17:33;0;0;"Not surprised he is heartless has money doesn't care";;;;"889599377207173122";https://twitter.com/Carter19521/status/889599377207173122
