SoTweetingFunny;2017-07-24 19:40;0;1;"Hey @ SenatorTimScott Not a single hearing, no markup, crafted in secret, no actual final bill 16 hours before a vote. Trumpcare bad for SC!";;@;;"889631480560930817";https://twitter.com/SoTweetingFunny/status/889631480560930817
truhle81;2017-07-24 19:38;1;5;"In other words, he's too scared to admit to constituents that he will vote in favor of the disastrous bill. # PartyBeforeCountry";;;#;"889630988413919232";https://twitter.com/truhle81/status/889630988413919232
FeralBoatman;2017-07-24 19:15;0;0;"Who cares what you say? You're Trump's Smiling Lackey. You love A LIAR AND TRAITOR. You want to take people's health care away Deplorable";;;;"889624998981316609";https://twitter.com/FeralBoatman/status/889624998981316609
wow_alicia;2017-07-24 19:10;0;2;"To my Senators- @ LindseyGrahamSC & @ SenatorTimScott -do not vote yes tomorrow on a mystery healthcare bill that improves zero things. Thanks!";;@ @;;"889623782599557122";https://twitter.com/wow_alicia/status/889623782599557122
esjones135;2017-07-24 18:40;0;0;"@ SenatorTimScott @ LindseyGrahamSC Give Congress the same healthcare they give us!";;@ @;;"889616199704862720";https://twitter.com/esjones135/status/889616199704862720
msgtedretaf;2017-07-24 18:34;0;0;"@ LindseyGrahamSC @ SenatorTimScott How many South Carolinians are you willing to hurt by throwing them off healthcare? Come up with a plan.";;@ @;;"889614707740561408";https://twitter.com/msgtedretaf/status/889614707740561408
osprey4356;2017-07-24 18:10;0;0;"@ SenatorTimScott No repeal of ACA without replacement. 32 million people who would lose their healthcare insurance are counting on you";;@;;"889608704496025600";https://twitter.com/osprey4356/status/889608704496025600
eliza_varadi;2017-07-24 18:10;1;1;"@ SenatorTimScott @ LindseyGrahamSC We need to # KeepKidsCovered in SC and US. Kids are our future. They'll pay taxes.They'll pay your Medicarehttps://twitter.com/AmerAcadPeds/status/889594846125711360 …";;@ @;#;"889608702633943042";https://twitter.com/eliza_varadi/status/889608702633943042
BSudell;2017-07-24 17:33;0;0;"CannotTolerateHow @ SenateMajLdr is # ForcingHealthcareOnAmerica. Vote No @ JerryMoran @ BenSasse @ SenatorLankford @ SenatorTimScott @ tedcruz";;@ @ @ @ @ @;#;"889599384161267712";https://twitter.com/BSudell/status/889599384161267712
momsofpurpose;2017-07-24 17:14;0;0;"Listen @ SenatorTimScott and @ LindseyGrahamSC if you vote for # Trumpcare you vote against your constituents and you'll never have my vote.";;@ @;#;"889594580114579457";https://twitter.com/momsofpurpose/status/889594580114579457
