chericirehc;2017-07-24 19:47;0;1;"@ SenJohnThune @ SenatorRounds @RepKristiNoem when r u going 2 do something 2 protect us? Or don't u care they're giving USA away to Russia?https://twitter.com/KeithOlbermann/status/889606381971677184 …";;@ @ @RepKristiNoem;;"889633066548961280";https://twitter.com/chericirehc/status/889633066548961280
Suhalper;2017-07-24 19:46;0;0;"@ SenJohnThune Pleases do not vote yes for the Healthcare which Trump is trying to sneak in while Russia is the distraction. thanks Susan";;@;;"889633028905070592";https://twitter.com/Suhalper/status/889633028905070592
ToniMiller77;2017-07-24 19:39;0;0;"@ SenatorRounds @ SenJohnThune please don't vote for 36,000 SD peeps losing health care & 7400 lost jobs. Stand up for us!";;@ @;;"889631160145412097";https://twitter.com/ToniMiller77/status/889631160145412097
flatoutfunny;2017-07-24 19:39;0;0;"@ SenJohnThune are you ever gonna talk about healthcare? Most important issue to those of us with pre-existing conditions. Single payer?";;@;;"889631117363609601";https://twitter.com/flatoutfunny/status/889631117363609601
summerwine22;2017-07-24 19:36;0;0;"@ SenJohnThune What did DT promise you for a vote for Trumpcare? or did he just threatened you and you caved. @ FoxNews";;@ @;;"889630292792705026";https://twitter.com/summerwine22/status/889630292792705026
chericirehc;2017-07-24 19:29;0;0;"@ SenJohnThune @ SenatorRounds @RepKristiNoem Seriously John? I mean SERIOUSLY? U don't even know what UR voting on? http://www.msnbc.com/rachel-maddow-show/gop-senators-still-unsure-which-health-care-bill-they-hope-pass?cid=sm_fb_maddow …";;@ @ @RepKristiNoem;;"889628752711495680";https://twitter.com/chericirehc/status/889628752711495680
SpartyOn1979;2017-07-24 19:08;1;4;"And the Dems are not party my parents voted many years ago. Am not saying Repubs perfect, but IMO many care about natl debt, security, etc";;;;"889623358807166979";https://twitter.com/SpartyOn1979/status/889623358807166979
retselyrag;2017-07-24 19:07;0;0;"Why isn't health care priority? Are you one of republicans out to destroy our President Trump and USA?";;;;"889623085435031557";https://twitter.com/retselyrag/status/889623085435031557
Tracythought;2017-07-24 18:39;0;0;"@ SenJohnThune Repealing the # ACA is wrong! The GOP needs to address root causes of cost, not cut people off from # Healthcare";;@;# #;"889615990081892357";https://twitter.com/Tracythought/status/889615990081892357
DanSmith112263;2017-07-24 17:58;0;0;"If you're looking for something to do, how about cleaning up the GOP?http://nymag.com/daily/intelligencer/2017/06/trumps-sabotage-of-obamacare-is-working.html …";;;;"889605817560858628";https://twitter.com/DanSmith112263/status/889605817560858628
MMarcin8;2017-07-24 17:51;0;0;"@ SenJohnThune So you won't give up on repealing Obamacare even though the majority of Americans want to keep it, just fix it. Senseless.";;@;;"889604046985854976";https://twitter.com/MMarcin8/status/889604046985854976
jonbassett;2017-07-24 16:42;0;0;"@ senjohnthune @ SenatorRounds Please vote No on BCRA (current version). No on MTP. No on bill. Healthcare legislation isn't done in the dark";;@ @;;"889586590233772032";https://twitter.com/jonbassett/status/889586590233772032
SpecialKMB1969;2017-07-24 15:50;0;2;"It's a UNI PARTY DO something @ GOP REPEAL # Obamacare";;@;#;"889573594010923008";https://twitter.com/SpecialKMB1969/status/889573594010923008
QuorumCall;2017-07-24 15:38;1;1;"# Senate Thune: Senate won't give up on Obamacare repeal if bill fails this week http://dlvr.it/PY9Chj @ SenJohnThune";;@;#;"889570458110119936";https://twitter.com/QuorumCall/status/889570458110119936
drrickg;2017-07-24 14:36;0;0;"If he was a democrat for most of his life, that would surprise me. His pushing health care, child care, protectionism suggest liberal views";;;;"889554911519801344";https://twitter.com/drrickg/status/889554911519801344
ytregaws;2017-07-24 14:13;0;0;"Don't worry, @ SenJohnThune , we all know you will never cease in your efforts to harm your fellow citizens http://www.politico.com/story/2017/07/23/thune-obamacare-repeal-240860 …";;@;;"889549166199820288";https://twitter.com/ytregaws/status/889549166199820288
EmmaJaneMcLaury;2017-07-24 13:53;0;0;"That's because @ SenateMajLdr @ JohnCornyn @ SenJohnThune and the rest of the GOP leadership only care about power & greed. They are pure evil. https://twitter.com/ThePlumLineGS/status/889532788281663489 …";;@ @ @;;"889544154862235648";https://twitter.com/EmmaJaneMcLaury/status/889544154862235648
largeben;2017-07-24 12:55;0;0;"@ SenCapito @ SenJohnThune @ SenFlakeStaff @ SenDeanHeller please be VERY careful hitching yourself to THIS wagon!! See below and vote no!";;@ @ @ @;;"889529583174770688";https://twitter.com/largeben/status/889529583174770688
mppmaddog;2017-07-24 11:59;0;0;"Reason SD comes MN for healthcare.... jobs...education... @ SenJohnThune when you have politics like this...you go get the hell out!!";;@;;"889515314022686720";https://twitter.com/mppmaddog/status/889515314022686720
Wilfredjr;2017-07-24 11:38;0;0;"Just heard this guy hold health care vote hostage in exchange for Russian sanctions vote. SMH.";;;;"889510061579612160";https://twitter.com/Wilfredjr/status/889510061579612160
kerryme788;2017-07-24 11:24;0;0;"Listen to @ SenJohnThune words on the replace bill. He doesnt care whats in the bill or how it affects us.He's trying to make Trump look good";;@;;"889506702504198144";https://twitter.com/kerryme788/status/889506702504198144
LindaMarrLA;2017-07-24 11:21;0;0;"@ SenJohnThune Nice that you can take good care of YOUR family. # Healthcare It's clear you don't care about the people who got you elected";;@;#;"889505823260459008";https://twitter.com/LindaMarrLA/status/889505823260459008
LindaMarrLA;2017-07-24 11:20;0;0;"@ SenJohnThune How much did YOU pay for your # Healthcare? HOW MUCH $$$ DID THE HEALTHCARE INDUSTRY CONTRIBUTE TO YOUR ELECTION!? # SHILL";;@;# #;"889505548323835904";https://twitter.com/LindaMarrLA/status/889505548323835904
cares_matic;2017-07-24 10:44;0;1;"Let it Rock !";;;;"889496599122063361";https://twitter.com/cares_matic/status/889496599122063361
FRCdc;2017-07-24 10:20;1;0;". @ SenJohnThune: Senate won’t give up on Obamacare repeal if bill fails this week. @ politico # RepealObamacare http://politi.co/2uPDhOs";;@ @;#;"889490360367493120";https://twitter.com/FRCdc/status/889490360367493120
sunniestSpot;2017-07-24 09:57;0;0;"too bad the healthcare # GOP is proposing wouldn't have covered John McCain because of his pre-existing conditions. # GOPCare= # patheticCare";;;# # #;"889484685813981184";https://twitter.com/sunniestSpot/status/889484685813981184
