nephalia;2017-07-24 19:54;0;0;"@ rezaaslan @ SenateMajLdr Thank you for standing strong for Oregonians and all Americans, @ RonWyden. Next? # medicare4all";;@ @ @;#;"889634894560845824";https://twitter.com/nephalia/status/889634894560845824
seashellseller;2017-07-24 19:54;2;4;"NO!! Just fix ACA. Don't leave us without care. Stop your Obama crusade";;;;"889634821378641920";https://twitter.com/seashellseller/status/889634821378641920
JamiKRider;2017-07-24 19:52;0;0;"Social security, Medicaid, medicare, military, etc. Socialists programs.";;;;"889634424693952512";https://twitter.com/JamiKRider/status/889634424693952512
scoutbooks;2017-07-24 19:47;0;5;"Thank you @ RonWyden for your vote to protect our healthcare!";;@;;"889633212380717056";https://twitter.com/scoutbooks/status/889633212380717056
Papibouchon;2017-07-24 19:39;0;0;"Most of you, at next election, will be repealed and replaced for signing to kill 23 million's hope on healthcare coverage!..";;;;"889631165396783104";https://twitter.com/Papibouchon/status/889631165396783104
Rod2ak;2017-07-24 19:28;0;0;"But you have it's called Obamacare implosion.";;;;"889628363991564288";https://twitter.com/Rod2ak/status/889628363991564288
KaiKelDav;2017-07-24 19:23;0;0;"Time for you to do your job. Help define a healthcare system that helps ALL Americans, not insurance & pharmaceutical companies";;;;"889627096682725381";https://twitter.com/KaiKelDav/status/889627096682725381
ojdunford;2017-07-24 19:22;0;0;"@ joshtpm @ SenateMajLdr Yes, by all means, let's continue to leave health care in the hands of politicians. What could go wrong?";;@ @;;"889626831741210624";https://twitter.com/ojdunford/status/889626831741210624
Tina5545Tina;2017-07-24 19:22;0;0;"Obamacare is fine McConnell listen to the American people and leave it alone";;;;"889626814657724416";https://twitter.com/Tina5545Tina/status/889626814657724416
GreatdaysBailey;2017-07-24 18:54;0;1;"Shouldn't have screwed with healthcare in the first place.";;;;"889619924586561537";https://twitter.com/GreatdaysBailey/status/889619924586561537
Quilter4U;2017-07-24 18:46;0;0;"Repeal and replace Obamacare.";;;;"889617803535364097";https://twitter.com/Quilter4U/status/889617803535364097
kmshimoda;2017-07-24 18:43;1;1;"Thank you, Senator. We here in Oregon need you to keep fighting for our affordable healthcare!!";;;;"889616978188668929";https://twitter.com/kmshimoda/status/889616978188668929
DebRedmanPDX;2017-07-24 18:42;0;0;"McConnell made it fail. His "solution" is to abandon all pretense at providing Americans with means to health care. Time now 4 SINGLE PAYER!";;;;"889616904930955264";https://twitter.com/DebRedmanPDX/status/889616904930955264
CyberdonDon;2017-07-24 18:30;0;0;"You've already done screwed us all with your failed Dem experiment known as Obamacare";;;;"889613754119446530";https://twitter.com/CyberdonDon/status/889613754119446530
LisaCampo;2017-07-24 18:28;1;8;"Thank you @ RonWyden. TY for protecting healthcare for all Americans. Let's kill the bill then get to work improving the ACA. # KillTheBill";;@;#;"889613363906531330";https://twitter.com/LisaCampo/status/889613363906531330
ronl98;2017-07-24 18:28;0;0;"What about the millions Obamacare hurt? More then helped.";;;;"889613277419982848";https://twitter.com/ronl98/status/889613277419982848
revs2300;2017-07-24 18:25;0;0;"@ RonWyden you don't care about American people and care about this fake Russia thing and you care about health care # boycottwyden";;@;#;"889612465276891136";https://twitter.com/revs2300/status/889612465276891136
