puppie96;2017-07-24 19:57;0;0;"Blunt: Watch out who you try to screw, we'll get rid of you in 2022! @ realDonaldTrump @ RepAnnWagner # TrumpcareKills";;@ @;#;"889635669722660867";https://twitter.com/puppie96/status/889635669722660867
Lady_Lear;2017-07-24 19:57;0;0;"@ RoyBlunt Please vote NO on healthcare tomorrow!";;@;;"889635656187727872";https://twitter.com/Lady_Lear/status/889635656187727872
ssnbbr;2017-07-24 19:52;0;4;"So you are willing to trash 1/5 of U.S. economy (healthcare) for the sake of you and the rest of the one-percenters?";;;;"889634474492874753";https://twitter.com/ssnbbr/status/889634474492874753
Sharkaycat48;2017-07-24 19:42;2;3;"I called mine. They didn't seem to care. Just wanted to know my zip code. I doubt the assistant passes my message along to @ RoyBlunt";;@;;"889631807431487491";https://twitter.com/Sharkaycat48/status/889631807431487491
puppie96;2017-07-24 19:39;0;0;"Blunt # TrumpcareKills new song: tra la la, woo hoo hoo, So long to Blunt's ass in 2022! He hates us all.";;;#;"889631270149525504";https://twitter.com/puppie96/status/889631270149525504
puppie96;2017-07-24 19:30;0;2;"How many Missouri citizens will suffer because of your hateful, selfish, anti life vote for # RepublicanCare? # TrumpcareKills";;;# #;"889628791676559360";https://twitter.com/puppie96/status/889628791676559360
indivisiblestl;2017-07-24 19:21;21;13;"@ RoyBlunt Are you OK with taking healthcare & Medicaid away from Americans? @ ScottWilsonSTL @ FwdTogetherSTL @ NARAL @ paraquad @ wholeexpansehttps://twitter.com/anapresident/status/889476091164987392 …";;@ @ @ @ @ @;;"889626683476725761";https://twitter.com/indivisiblestl/status/889626683476725761
Sharkaycat48;2017-07-24 19:16;1;6;"Why do you want to strip healthcare from millions of people?";;;;"889625299847196676";https://twitter.com/Sharkaycat48/status/889625299847196676
Sharkaycat48;2017-07-24 19:15;0;5;"Why do you want to strip healthcare from millions???";;;;"889625081135157249";https://twitter.com/Sharkaycat48/status/889625081135157249
idenise;2017-07-24 19:11;0;0;"@ RoyBlunt Your constituents are depending on you, @ RoyBlunt. Vote 'no' on # Obamacare repeal.";;@ @;#;"889624201992208384";https://twitter.com/idenise/status/889624201992208384
idenise;2017-07-24 19:10;0;0;"Your constituents are depending on you, @ RoyBlunt. Vote 'no' on # Obamacare repeal.";;@;#;"889623813612326915";https://twitter.com/idenise/status/889623813612326915
DreamsHaveWings;2017-07-24 19:09;0;2;"You must not vote yes on Trump care. Protect your constituents and your job!";;;;"889623681965727744";https://twitter.com/DreamsHaveWings/status/889623681965727744
shellgame57;2017-07-24 19:02;0;0;"@ RoyBluntMO @ RoyBlunt Surely you see how ridiculous healthcare reform looks. Listen to Missourians. We see & don't like it. Stand up for us";;@ @;;"889621883783708673";https://twitter.com/shellgame57/status/889621883783708673
KenHallerMD;2017-07-24 18:58;0;1;". @ RoyBlunt @ clairecmc: Families in my office r scared, hurt that # Senate would even consider taking # healthcare from kids. # KeepKidsCoveredhttps://twitter.com/AmerAcadPeds/status/889500785876369410 …";;@ @;# # #;"889620944423145472";https://twitter.com/KenHallerMD/status/889620944423145472
tbinkc;2017-07-24 18:52;0;5;"No more one-way communication from you. Come look us in the eyes and tell us you're killing our heathcare.";;;;"889619355562106880";https://twitter.com/tbinkc/status/889619355562106880
vz1103;2017-07-24 18:48;0;0;"Your constituents are depending on you, @ RoyBlunt. Vote 'no' on # Obamacare repeal.";;@;#;"889618240518975490";https://twitter.com/vz1103/status/889618240518975490
smein101;2017-07-24 18:43;0;0;"@ clairecmc @ RoyBlunt if either of you vote in favor of this disastrous health care bill a vote for you will not be forthcoming!";;@ @;;"889617029480755200";https://twitter.com/smein101/status/889617029480755200
