BenLamb1;2017-07-24 19:49;1;2;"Now, w/ @ SteveDaines trying to eliminate access to healthcare & public land, 2020 is going to be rough on old stevsey. # mtpol # resist";;@;# #;"889633762325168129";https://twitter.com/BenLamb1/status/889633762325168129
alisonbuckley;2017-07-24 19:37;0;0;"@ SteveDaines We are watching you. # mtpol # VoteNoTrumpcarehttps://twitter.com/aarpadvocates/status/889609156214362112 …";;@;# #;"889630770138140672";https://twitter.com/alisonbuckley/status/889630770138140672
alisonbuckley;2017-07-24 19:36;0;0;"Attention @ SteveDaines # mtpol # VoteNoMTP # VOTENO on whatever is in this mystery bill killing health care for millions.https://twitter.com/aarpadvocates/status/889609299122585601 …";;@;# # #;"889630440134500354";https://twitter.com/alisonbuckley/status/889630440134500354
BenLamb1;2017-07-24 19:20;1;1;"As someone who will pay exponentially more if you have your way, @ SteveDaines, stop lying & falsely equivocating about my healthcare. # mtpol";;@;#;"889626483450417154";https://twitter.com/BenLamb1/status/889626483450417154
melville_dewey;2017-07-24 19:20;0;0;"This #is suspicious. NO to this latest healthcare bill. No good for rural Montanans & America. I am expecting a NO vote from you sir";;;#is;"889626293381222400";https://twitter.com/melville_dewey/status/889626293381222400
jmprivatecitiza;2017-07-24 19:15;0;4;"If I were u, would seriously be looking 4 a new job that doesn't need references. U r taking care of you & the grand GOP, not montanans.";;;;"889625045059776512";https://twitter.com/jmprivatecitiza/status/889625045059776512
jmprivatecitiza;2017-07-24 19:09;0;0;"WHAT THE HELL IS WRONG WITH YOU? Americans need health care, not 'access' to insurance. Way past time every American has healthcare.";;;;"889623551225081857";https://twitter.com/jmprivatecitiza/status/889623551225081857
DHolloway406;2017-07-24 19:04;0;2;"Strangely most of the citizens I talk to are against the repeal and replace. No one wants to take away healthcare from millions.";;;;"889622268661428225";https://twitter.com/DHolloway406/status/889622268661428225
SteveDaines;2017-07-24 18:06;5;35;"@ realDonaldTrump MT approval rating is 56%, 4th highest in nation, as the Obamacare repeal/replace debate goes onhttps://twitter.com/ryanstruyk/status/889573659899297792 …";;@;;"889607768818294784";https://twitter.com/SteveDaines/status/889607768818294784
alisonbuckley;2017-07-24 18:01;0;0;"This is such high anxiety for the American people. Will we or not have affordable, quality health care? @ SteveDaines # mtpol @ SenateMajLdrhttps://twitter.com/SenJeffMerkley/status/889593461015547904 …";;@ @;#;"889606587576270848";https://twitter.com/alisonbuckley/status/889606587576270848
ACLUMT;2017-07-24 17:49;0;2;"Call # Montana Senator @ SteveDaines and demand he vote NO on Trumpcare's motion to proceed. # VoteNoMTP https://www.aclu.org/feature/tell-senate-save-our-health-care?redirect=Senatehealthcare-callTW&ms=TW_170724_reproductivefreedom_disabilityrights_senatehealthcare …";;@;# #;"889603588976123904";https://twitter.com/ACLUMT/status/889603588976123904
SandersinMT;2017-07-24 17:35;0;0;"Healthcare=No Mandate to Purchase, freedom to buy HC from any STATE, Free Market Solutions. the Federal Government helps Pre-existing only.";;;;"889600041735790592";https://twitter.com/SandersinMT/status/889600041735790592
SandersinMT;2017-07-24 17:31;0;0;"U R doing a Great job Fighting for Montana! This Montanan 100% supports a Vote: MTP on Healthcare=Repeal/Replace. NO TAXPAYER Bailout!!";;;;"889599055491354624";https://twitter.com/SandersinMT/status/889599055491354624
escioe;2017-07-24 17:28;0;0;"The feds are us and they care if we elect caring folks. @ SteveDaines is a bobblehead for the president, incapable of independent thought.";;@;;"889598098615312385";https://twitter.com/escioe/status/889598098615312385
mikealbeland;2017-07-24 17:21;0;0;"@ katiewaldman ALLKAPS is open @ SteveDaines office to hear your # Healthcare complaints; Sadly, they vote like a AFP/Koch puppet. # mtpol";;@ @;# #;"889596355076702208";https://twitter.com/mikealbeland/status/889596355076702208
406Shann1;2017-07-24 17:15;0;0;"@ SteveDaines you've blatantly lied to your constituents on your horrid Tele town halls about this healthcare bill. You have your head so 1/";;@;;"889594846666686471";https://twitter.com/406Shann1/status/889594846666686471
FreeSpiritMT;2017-07-24 17:12;0;2;"Fake Trumpcare health plan for upper class 100% of wealthy people would get a huge tax break # HaveSomeHumanity # VoteNo";;;# #;"889594195177897984";https://twitter.com/FreeSpiritMT/status/889594195177897984
asnedigar;2017-07-24 17:11;0;0;"@ SteveDaines you may not be worried about my vote, but if you screw with my healthcare EVERYONE will know how much more it costs me.";;@;;"889593841682190336";https://twitter.com/asnedigar/status/889593841682190336
asnedigar;2017-07-24 17:10;0;0;"@ SteveDaines why so secretive about your healthcare bill? If its so good lets talk about it. I want to keep my ACA protections.";;@;;"889593573875822592";https://twitter.com/asnedigar/status/889593573875822592
GroverNorquist;2017-07-24 17:00;35;27;"Obmacare taxes on middle class: 84% of people hit with Obamacare mandate tax earn under $50k https://www.daines.senate.gov/imo/media/doc/Individual%20Mandate%20Tax%20Penalty%20-%202014-FINAL[1].pdf … from @ SteveDaines";;@;;"889591170363535360";https://twitter.com/GroverNorquist/status/889591170363535360
406Shann1;2017-07-24 16:50;1;3;"@ SteveDaines listen to the @ AmerAcadPeds. Vote no on the healthcare bill.";;@ @;;"889588516589535233";https://twitter.com/406Shann1/status/889588516589535233
vicky_byrd;2017-07-24 16:48;0;0;"@ SteveDaines expressed same concerns reg secrecy. Hold them accountable and Vote NO-lead your party to the table! @ MTnurses @ AFTHealthcarehttps://twitter.com/repjoekennedy/status/889558283639558144 …";;@ @ @;;"889588170399952896";https://twitter.com/vicky_byrd/status/889588170399952896
johnkartch;2017-07-24 16:48;0;0;"Great list by @ SteveDaines -- Number of Obamacare indiv. mandate tax payers by state and income level https://www.daines.senate.gov/imo/media/doc/Individual%20Mandate%20Tax%20Penalty%20-%202014-FINAL[1].pdf …";;@;;"889588141476237312";https://twitter.com/johnkartch/status/889588141476237312
juzzinsane;2017-07-24 16:35;0;0;"@ SteveDaines https://twitter.com/savemycare/status/889580902585597952 …";;@;;"889584927838285826";https://twitter.com/juzzinsane/status/889584927838285826
jimsluder;2017-07-24 16:29;0;0;"NO! No on health care vote! Enough with the lies! @ SteveDaines";;@;;"889583290721501184";https://twitter.com/jimsluder/status/889583290721501184
406Shann1;2017-07-24 13:16;0;2;"@ SteveDaines if you're gonna have the kahonas to take away our healthcare, you need to look us in the eye and tell us why. # nodaines2020";;@;#;"889534764193067008";https://twitter.com/406Shann1/status/889534764193067008
406Shann1;2017-07-24 13:09;0;0;"@ SteveDaines the Catholic nuns even say the new healthcare bill isn't pro life. Vote no!";;@;;"889532900013682688";https://twitter.com/406Shann1/status/889532900013682688
KMacAdvocateNEW;2017-07-24 13:00;0;0;"@ stevedaines plz vote NO on healthcare bills! MT leads the nation in # Suicide -a major reason to vote NO & protect access to MH treatment";;@;#;"889530736440598528";https://twitter.com/KMacAdvocateNEW/status/889530736440598528
lynn32187;2017-07-24 12:14;0;0;"@ SteveDaines https://www.dailykos.com/stories/2017/7/24/1682864/-AARP-is-onto-Mitch-McConnell-s-Trumpcare-tricks-won-t-let-Republicans-play-dumb … # mtpolhttps://twitter.com/cbestlcv/status/887723052066361344 …";;@;#;"889519194785566721";https://twitter.com/lynn32187/status/889519194785566721
406Shann1;2017-07-24 11:21;4;5;"Ya hear that @ SteveDaines ??? Resist the bullying and stop being a bully! Vote no on the healthcare bill";;@;;"889505839979130881";https://twitter.com/406Shann1/status/889505839979130881
406Shann1;2017-07-24 11:17;0;0;"@ SteveDaines YOU have had 7 years and sins NOTHING. Do not vote to take away healthcare for thousands of your constituents. # nodaines2020";;@;#;"889504924354195456";https://twitter.com/406Shann1/status/889504924354195456
krisingsun;2017-07-24 11:16;0;0;"@ SteveDaines Hope you plan to vote NO on mystery healthcare bill tomorrow since no review/hearing/known impacts. NOT how process should work";;@;;"889504535646937088";https://twitter.com/krisingsun/status/889504535646937088
vicky_byrd;2017-07-24 11:12;0;0;"@ SteveDaines similar stories in MT advocate for our children. # VoteNoBCRA @ SenatorTester @ MTnurses @ AFTHealthcare @ ANANurseshttps://twitter.com/vicky_byrd/status/889501547087839233 …";;@ @ @ @ @;#;"889503676905136128";https://twitter.com/vicky_byrd/status/889503676905136128
1MTwoman;2017-07-24 10:42;0;0;". @ SteveDaines Please vote no to this healthcare bill!!!!";;@;;"889495906805886977";https://twitter.com/1MTwoman/status/889495906805886977
huffyrach;2017-07-24 10:19;1;0;"Making sure 1000s of Montanans lose # healthcare & deductibles go up is a strange way of saying # ResultsDriven.";;;# #;"889490111498342400";https://twitter.com/huffyrach/status/889490111498342400
JerryGoler;2017-07-24 09:36;0;0;"@ SteveDaines @ GOP Absolutely right. Repeal of Obamacare is the promise, and they have had 8 years to do it. No more excuses. Remember 2006.";;@ @;;"889479340546707461";https://twitter.com/JerryGoler/status/889479340546707461
asnedigar;2017-07-24 00:32;0;0;"@ SteveDaines fix it, dont just strip us of healthcare. https://twitter.com/PattyMurray/status/889256813811703814 …";;@;;"889342443031855104";https://twitter.com/asnedigar/status/889342443031855104
AbbieX;2017-07-23 22:25;0;0;"@ SteveDaines hope u enjoyed your long weekend after claiming 2 need more time to study Trumpcare. 142,000 Montanans could lose HC coverage.";;@;;"889310640447344641";https://twitter.com/AbbieX/status/889310640447344641
