JordanMCarson;2017-07-24 19:59;0;0;"@ SenSchumer Here's # ABetterDeal, # medicare4all";;@;# #;"889636204290990082";https://twitter.com/JordanMCarson/status/889636204290990082
StRegin;2017-07-24 19:59;0;0;"So let Obama care die";;;;"889636174511427585";https://twitter.com/StRegin/status/889636174511427585
ResistanceDiva;2017-07-24 19:58;0;0;"Make rich people pay. Raise taxes on everyone making $100k and more to pay for college and healthcare for rest of us.";;;;"889636002473672704";https://twitter.com/ResistanceDiva/status/889636002473672704
StRegin;2017-07-24 19:58;0;0;"Under single payer his care won't happen budgets will be of utmost importance";;;;"889635845950636037";https://twitter.com/StRegin/status/889635845950636037
lynda_long;2017-07-24 19:57;0;0;"Oh! My Goodness!! Was this a joke? Obamacare 1 ex. of how much Democrats care for working class, hurt working poor badly helped freeloaders";;;;"889635794649874432";https://twitter.com/lynda_long/status/889635794649874432
politicalgeneve;2017-07-24 19:54;13;56;"6...healthcare SHOULD be a HUMAN RIGHT and college is definitely a privilege (it’s also not for everyone, whereas HC is).";;;;"889634935212048384";https://twitter.com/politicalgeneve/status/889634935212048384
politicalgeneve;2017-07-24 19:54;8;42;"5. Free College is nice but I would prefer our efforts focus on the healthcare fight because...";;;;"889634836746579968";https://twitter.com/politicalgeneve/status/889634836746579968
AOCinDaHouse;2017-07-24 19:53;0;0;"What? No we're not. Look at the healthcare vote. It's healthy to have different view points in a party.";;;;"889634762528346112";https://twitter.com/AOCinDaHouse/status/889634762528346112
cbeidson;2017-07-24 19:51;0;0;"@ SenateDems @ SenSchumer @NancyPelosi Try this slogan: LIFE & Liberty: LIFE=Healthcare for all, security, LIBERTY=Infrastructure,jobs, educ.";;@ @ @NancyPelosi;;"889634224998887429";https://twitter.com/cbeidson/status/889634224998887429
CantryKnight;2017-07-24 19:49;0;0;"my husband w/cancer prem was raised 2 2000 w/ded 8000 when you made aca the rule. devasted us & we r in 60's. can't recover. u don't care!!";;;;"889633577050288131";https://twitter.com/CantryKnight/status/889633577050288131
JoyofResistance;2017-07-24 19:46;0;0;"Are you one of the 32 million more ppl 2 b uninsured under Trumpcare? No? And you don't care about them, do you?";;;;"889632971921248256";https://twitter.com/JoyofResistance/status/889632971921248256
Kleachy71;2017-07-24 19:46;2;17;"Hey Cryin' Chuck if you really cared about the American people why haven't you tried working with the Republicans on health care? Hmm?";;;;"889632818824966149";https://twitter.com/Kleachy71/status/889632818824966149
CantryKnight;2017-07-24 19:46;0;0;"because all u stand 4 is criminal behavior and cheat the little guy so u can live high on the hog. never care until u lose control of house!";;;;"889632812650958851";https://twitter.com/CantryKnight/status/889632812650958851
Bullright;2017-07-24 19:45;0;0;"Hey Chucky, what happened to the bridge to the 21st century? All Schumer cares abt is elections. The only jobs he's worried about.";;;;"889632672947089413";https://twitter.com/Bullright/status/889632672947089413
LeisenStephanie;2017-07-24 19:45;0;0;"@ SenSchumer We want to stand for universal healthcare! https://twitter.com/nytimes/status/889629276395503618 …";;@;;"889632637341634561";https://twitter.com/LeisenStephanie/status/889632637341634561
mcgee_whiskers;2017-07-24 19:45;0;0;"You didn't care about us for the last 8 years and you made sure we knew!! Don't trust you, and don't believe you!! Bye, Chucky!";;;;"889632608975556608";https://twitter.com/mcgee_whiskers/status/889632608975556608
mrobbinsnyc;2017-07-24 19:38;0;0;"RT @ SenSchumer: Two words to @ SenateGOP when @ realDonaldTrump says “I’ll have your back” when you vote to repeal health care: Jeff Sessions.";;@ @ @;;"889630967161393153";https://twitter.com/mrobbinsnyc/status/889630967161393153
mrobbinsnyc;2017-07-24 19:37;0;0;"# KillTheBill MT @ SenSchumer: Keeping out-of-pocket costs low? @ SenateGOP # healthcare bill INCREASES your deductible.pic.twitter.com/XoT902pUeV";;@ @;# #;"889630617629069315";https://twitter.com/mrobbinsnyc/status/889630617629069315
XVadis;2017-07-24 19:35;0;1;"Trying to find an economic message?? Health care vote, one hell of an economic message, is tomorrow! @ SenSchumer";;@;;"889630231488745472";https://twitter.com/XVadis/status/889630231488745472
browningjoann32;2017-07-24 19:32;0;0;"do your job help our President! That's what the American People want. We want health care and budget done!";;;;"889629478066024449";https://twitter.com/browningjoann32/status/889629478066024449
marquessacasey;2017-07-24 19:31;0;0;". @ SenSchumer Who cares how Washington Feels? We dont want Muller but what we do want is jobs, tax cuts, immigration and HC reform";;@;;"889629222582575107";https://twitter.com/marquessacasey/status/889629222582575107
SteveLfcco;2017-07-24 19:30;0;0;"Have you been in a frigging coma? For 8 damn years all Barry & u did was take care of Iran and illegals. Please won't u just go away";;;;"889628927098007552";https://twitter.com/SteveLfcco/status/889628927098007552
ShannonMcElyea;2017-07-24 19:29;0;0;"@ SenSchumer Rally your Team to make news: Medicare, brought to you by the democratic party! Happy birthday Medicare!!' Headline news!";;@;;"889628574755508229";https://twitter.com/ShannonMcElyea/status/889628574755508229
