1marsht2;2017-07-24 19:54;1;0;"@ marcorubio Trump-your job-protect him. We voted for you to represent us. No on his Healthcare massacre to mid and low income Floridians!";;@;;"889634882388938752";https://twitter.com/1marsht2/status/889634882388938752
KuiperBelle;2017-07-24 19:53;0;1;"Yeah...we do NOT do any of those things. We don't even have universal healthcare. So...to quote you... https://twitter.com/MKW9/status/889530346286526465 …";;;;"889634769524461570";https://twitter.com/KuiperBelle/status/889634769524461570
afraud;2017-07-24 19:52;0;1;"Yea but @ marcorubio only cares about seniors with large bank accounts. https://twitter.com/aarpadvocates/status/889609156214362112 …";;@;;"889634361204776963";https://twitter.com/afraud/status/889634361204776963
FreedomToBear;2017-07-24 19:49;0;0;"You talking about Republicans efforts to repeal Obamacare?";;;;"889633548981989379";https://twitter.com/FreedomToBear/status/889633548981989379
catslib;2017-07-24 19:47;0;0;"Not distracted by the tweets at all, have just called @ marcorubio to ask him NOT to vote for the continued healthcare bill fiasco # SaveACAhttps://twitter.com/ChadHGriffin/status/889539134519377920 …";;@;#;"889633116180164610";https://twitter.com/catslib/status/889633116180164610
AlohaRenee;2017-07-24 19:45;1;2;"@ marcorubio You are being asked to choose between Trump & your constituents. Period. # Florida # DemForce # Healthcare # HealthcareBill";;@;# # # #;"889632757307117574";https://twitter.com/AlohaRenee/status/889632757307117574
littleritap;2017-07-24 19:44;0;0;"As a public servant Rubio is off the track quoting the Bible. He should quit the hypocrisy of bad health care option. Such hypocrisy";;;;"889632343555792897";https://twitter.com/littleritap/status/889632343555792897
ClareChapuis;2017-07-24 19:43;0;0;"Rubio is afraid that people Will ask whether he is a yes or no on healthcare";;;;"889632229319639040";https://twitter.com/ClareChapuis/status/889632229319639040
ClareChapuis;2017-07-24 19:42;0;0;"We Will see if Rubio believe the verses that he regurgitates when the healthcare vote is taken";;;;"889631980928761856";https://twitter.com/ClareChapuis/status/889631980928761856
Darth_Timber;2017-07-24 19:41;0;0;"@ marcorubio 32 million Americans uninsured if you go along with McConnell's madness. # Trumpcare # Obamacare";;@;# #;"889631679899414529";https://twitter.com/Darth_Timber/status/889631679899414529
ClareChapuis;2017-07-24 19:41;0;0;"Rubio Repeating Verses like robot and NOT being an example MEANS NOTHING He needs 2 say whether he will y/no 2 healthcare, God Would vote NO";;;;"889631667639529472";https://twitter.com/ClareChapuis/status/889631667639529472
ClareChapuis;2017-07-24 19:39;0;0;"Rubio is hiding Behind Verses INSTEAD of saying if he Will vote yes or No 2 healthcare";;;;"889631262448680962";https://twitter.com/ClareChapuis/status/889631262448680962
paatkinson;2017-07-24 19:39;0;0;"@ marcorubio please don't vote for this half-baked repeal of Obamacare. Americans are fully baked humans and need better care than that.";;@;;"889631218647654400";https://twitter.com/paatkinson/status/889631218647654400
ClareChapuis;2017-07-24 19:38;0;0;"@ marcorubio If Rubio Votes yes 2 healthcare, Rubio WILL HAVE 2 EXPLAIN 2 FL as 2 Why he believes that he is entitled 2 GOVT HEALTHCARE";;@;;"889630996907380736";https://twitter.com/ClareChapuis/status/889630996907380736
nfhughes;2017-07-24 19:36;0;0;"@ marcorubio See @ ramusaorg in action in Manatee Co. Do no harm. Vote NO on # HealthcareBill # Sayfiehttps://twitter.com/ramusaorg/status/889498910032617473 …";;@ @;# #;"889630295770750977";https://twitter.com/nfhughes/status/889630295770750977
lunagu23;2017-07-24 19:32;0;1;"RT @ ACLUFL: Call # Florida Senator @ marcorubio and demand he vote NO on Trumpcare's motion to proceed. # VoteNoMTP https://www.aclu.org/feature/tell-senate-save-our-health-care …pic.twitter.com/gGmCkT38HY";;@ @;# #;"889629509770727425";https://twitter.com/lunagu23/status/889629509770727425
JewelleneW;2017-07-24 19:32;1;0;"@ marcorubio The GOP healthcare bill is a tax cut bill, not a healthcare bill. Please vote NO and save lives.";;@;;"889629317088628738";https://twitter.com/JewelleneW/status/889629317088628738
HansonKakhanson;2017-07-24 19:30;0;0;"@ SenBillNelson @ marcorubio Guys I want my senators to work together on all issues. Particularly healthcare.";;@ @;;"889629002905911296";https://twitter.com/HansonKakhanson/status/889629002905911296
jengburke;2017-07-24 19:28;0;0;"@ marcorubio Have you met with the @ LittleLobbyists to discuss how you plan to vote on healthcare?https://twitter.com/LittleLobbyists/status/889605843238473730 …";;@ @;;"889628489149755395";https://twitter.com/jengburke/status/889628489149755395
mosquitobight;2017-07-24 19:27;0;0;"@ marcorubio You've been quoting the Bible. What would Jesus say about eliminating health care for the needy - to give rich people tax cuts?";;@;;"889628195032621057";https://twitter.com/mosquitobight/status/889628195032621057
brokenbong;2017-07-24 19:19;0;1;"# GOPDONTGIVEAF0CK # GOPHATESICKPOOR # GOPHATESUS # TakeMine then # TakeYoursToo # Healthcare not # DeathCare # GOPDONTGIVEAF0CK";;;# # # # # # # #;"889626169477275649";https://twitter.com/brokenbong/status/889626169477275649
robertgeller;2017-07-24 19:17;0;0;"Which means they do not need to cover maternity. Who should pay for children in the # HealthcareBill ? All or just young women?";;;#;"889625688751443969";https://twitter.com/robertgeller/status/889625688751443969
VivianBigMomma;2017-07-24 19:14;0;0;"@ marcorubio do you know what you are saying 'yes" on with your vote? Please think about working bipartisan on healthcare instead of blindly https://twitter.com/vaughnhillyard/status/889597231329714176 …";;@;;"889624829422448640";https://twitter.com/VivianBigMomma/status/889624829422448640
kinglarry5023;2017-07-24 19:12;0;0;"Sounds like the health care bill rich get richer at expense of the poor";;;;"889624436453892097";https://twitter.com/kinglarry5023/status/889624436453892097
marytny;2017-07-24 19:11;0;0;"Just #27% of Americans think @ realDonaldTrump will definitely serve full term as President http://www.independent.co.uk/news/world/americas/us-politics/trump-poll-impeachment-full-term-majority-americans-dont-think-president-will-make-it-a7858231.html … @ marcorubio # Trumpcare";;@ @;#27 #;"889624141103603712";https://twitter.com/marytny/status/889624141103603712
suzeysway1;2017-07-24 19:09;0;0;"@ marcorubio I hope Floridians and all Americans can count on you not to repeal or replace, but rather fix # Obamacare";;@;#;"889623478546116609";https://twitter.com/suzeysway1/status/889623478546116609
kinglarry5023;2017-07-24 19:08;0;0;"Why don't you care for the poor in your health care bill. If you do you may be paid back.";;;;"889623415434477570";https://twitter.com/kinglarry5023/status/889623415434477570
kinglarry5023;2017-07-24 19:05;0;0;"You will take all dignity away with your health care bill";;;;"889622485922140167";https://twitter.com/kinglarry5023/status/889622485922140167
amandaedodge;2017-07-24 19:05;0;1;"Hey @ marcorubio the church adamantly stands against the GOP's plan to repeal healthcare.";;@;;"889622477420322819";https://twitter.com/amandaedodge/status/889622477420322819
SNBonaccorsi;2017-07-24 19:00;0;1;"Senators who care about the health of their constituents will # VoteNoMTP.";;;#;"889621421634277376";https://twitter.com/SNBonaccorsi/status/889621421634277376
kinglarry5023;2017-07-24 19:00;0;0;"Why not stand in front of all of us and tell us about Healthcare . I didn't think so";;;;"889621267246186498";https://twitter.com/kinglarry5023/status/889621267246186498
jmgray41;2017-07-24 18:59;0;0;"@ marcorubio what about lowering the Medicare eligible age to 60? Would help that age group who have no job and can't pay for private ins.";;@;;"889621132151750656";https://twitter.com/jmgray41/status/889621132151750656
bholton;2017-07-24 18:53;1;0;"I would ask for your opinion on the healthcare bill, @ marcorubio but it's obvious you haven't read it, neither is anyone else";;@;;"889619575448489984";https://twitter.com/bholton/status/889619575448489984
DMR2009;2017-07-24 18:52;0;0;"@ SenateGOP @ marcorubio please start working with healthcare orgs & dems to create a Healthcare Bill not a tax cut bill. Let's fix HC";;@ @;;"889619332262764549";https://twitter.com/DMR2009/status/889619332262764549
bconversant;2017-07-24 18:48;0;0;"@ marcorubio Vote NO to repeal ACA. You are representing us, not the wealthy and big business. 22 million stand to lose healthcare";;@;;"889618398619086848";https://twitter.com/bconversant/status/889618398619086848
Talula71;2017-07-24 18:45;0;0;"My son is my . This is my son today. He still needs follow up care+specialist that we can't afford. We need Medicaid+Medicaid expansionpic.twitter.com/cMA24hp0c1";;;;"889617506893213696";https://twitter.com/Talula71/status/889617506893213696
SeanSpicersSuit;2017-07-24 18:42;0;0;"Looks like you might be heading for a stumble and a fall. DO NOT support this nonsense healthcare reform. You know it's no good. # VOTENO";;;#;"889616832935624704";https://twitter.com/SeanSpicersSuit/status/889616832935624704
Layofflist;2017-07-24 18:42;0;1;"How many would your Christ kill? @ GOP plan for # Obamacare could kill more people each year than gun homicides - Vox https://www.vox.com/policy-and-politics/2017/3/14/14921962/ahca-mortality-gun-homicides …";;@;#;"889616759292121088";https://twitter.com/Layofflist/status/889616759292121088
Splashj1307;2017-07-24 18:42;0;0;"@ marcorubio @ BillNelsonFLI # HealthcareBill # healthcare # votenohttps://twitter.com/aarpadvocates/status/887669825308438528 …";;@ @;# # #;"889616748328226816";https://twitter.com/Splashj1307/status/889616748328226816
lefoudeschats;2017-07-24 18:41;1;3;"Marco: I alert you to the Vatican's position (cruel) on all of R's proposed health care reform(s). As a fellow Catholic, vote NO!";;;;"889616555511873538";https://twitter.com/lefoudeschats/status/889616555511873538
Splashj1307;2017-07-24 18:40;0;0;"# Healthcare # callyoursenators # marcorubio # billnelson # saynohttps://twitter.com/aarpadvocates/status/887669825308438528 …";;;# # # # #;"889616338527891456";https://twitter.com/Splashj1307/status/889616338527891456
8rareddy;2017-07-24 18:40;3;1;"@ marcorubio @ robportman @ mikelee @ JeffFlake @ JerryMoran Please vote "No" on vote 2 proceed. What healthcare are we proceeding toward? Mitch?";;@ @ @ @ @;;"889616201281830912";https://twitter.com/8rareddy/status/889616201281830912
rabbiecb;2017-07-24 18:39;0;1;"Your constituents are depending on you, @ MarcoRubio. Vote 'no' on # Obamacare repeal.";;@;#;"889616027268636673";https://twitter.com/rabbiecb/status/889616027268636673
politicsrock;2017-07-24 18:39;0;0;"@ marcorubio vote no on the health care bill!";;@;;"889615981760348161";https://twitter.com/politicsrock/status/889615981760348161
Talula71;2017-07-24 18:37;0;0;"Just over a million if not more for his care the 1st year of his life. In Jan. nearly 50 grand. Both times he nearly died.";;;;"889615474975281152";https://twitter.com/Talula71/status/889615474975281152
